Geneid	Eff_Size	percentage_gc_content
ENSG00000009830	55940	47.08
ENSG00000009844	84789	35.53
ENSG00000009950	36164	56.25
ENSG00000009954	88933	43.19
ENSG00000010017	93413	36.94
ENSG00000010030	36083	49.34
ENSG00000010072	23825	41.57
ENSG00000010165	36186	43.61
ENSG00000010219	60152	42.77
ENSG00000010244	47603	38.47
ENSG00000010256	15210	53.04
ENSG00000010270	56797	38.4
ENSG00000010278	41855	51.04
ENSG00000010282	13055	56.48
ENSG00000010292	45086	46.34
ENSG00000010295	22911	54.32
ENSG00000010310	20216	54.94
ENSG00000010318	16543	45.33
ENSG00000010319	17043	59.63
ENSG00000010322	47114	53.28
ENSG00000010327	39745	60.65
ENSG00000010361	13457	52.29
ENSG00000010379	46495	47.19
ENSG00000010404	53398	45.34
ENSG00000010438	50429	42.84
ENSG00000010539	21394	43.67
ENSG00000010610	38533	48.55
ENSG00000010626	43728	47.35
ENSG00000010671	45924	43.18
ENSG00000010704	16737	44.85
ENSG00000010803	219401	39.5
ENSG00000010810	220531	42.42
ENSG00000010818	203508	38.32
ENSG00000010932	41109	40.91
ENSG00000011007	24295	45.7
ENSG00000011009	6765	62.39
ENSG00000011021	43986	47.79
ENSG00000011028	73056	52.24
ENSG00000011052	19395	48.86
ENSG00000011083	37222	54.69
ENSG00000011105	214923	52.13
ENSG00000011114	106875	40.08
ENSG00000011132	16436	56.64
ENSG00000011143	18246	47.46
ENSG00000011198	47430	40.26
ENSG00000011201	210445	39.59
ENSG00000011243	44174	48.86
ENSG00000011258	89939	39.5
ENSG00000011260	40129	40.38
ENSG00000011275	169311	45.52
ENSG00000011295	51601	41.07
ENSG00000011304	22135	61.17
ENSG00000011332	23508	57.15
ENSG00000011347	71788	57.15
ENSG00000011376	166308	42.15
ENSG00000011405	139457	39.84
ENSG00000011422	28909	49.94
ENSG00000011426	69997	37.88
ENSG00000011451	37936	58.16
ENSG00000011454	173195	38.49
ENSG00000011465	55486	34.92
ENSG00000011478	13902	52.56
ENSG00000011485	53046	50.75
ENSG00000011523	39261	47.81
ENSG00000011566	194113	36.9
ENSG00000011590	15281	52.49
ENSG00000011600	4801	51.45
ENSG00000011638	24797	43.7
ENSG00000011677	289317	37.36
ENSG00000012048	134752	44.09
ENSG00000012061	77071	52.1
ENSG00000012124	34253	50.25
ENSG00000012171	15756	60.71
ENSG00000012174	54715	38.49
ENSG00000012211	14458	56.05
ENSG00000012223	53836	46.95
ENSG00000012232	168350	44.36
ENSG00000012504	94165	39.74
ENSG00000012660	85594	41.88
ENSG00000012779	75673	47.73
ENSG00000012817	50537	38.66
ENSG00000012822	28126	49.2
ENSG00000012963	25853	43.29
ENSG00000012983	150245	37.27
ENSG00000013016	39746	50.13
ENSG00000013275	12823	50.25
ENSG00000013288	57085	54.58
ENSG00000013293	136949	42.15
ENSG00000013297	447547	41.54
ENSG00000013306	8771	61.11
ENSG00000013364	33786	52.54
ENSG00000013374	42161	44.96
ENSG00000013375	40121	38.66
ENSG00000013392	9297	44.76
ENSG00000013441	16905	41.85
ENSG00000013503	157398	39.75
ENSG00000013523	46482	44.52
ENSG00000013561	36950	42.04
ENSG00000013563	15004	54.47
ENSG00000013573	39320	52.28
ENSG00000013583	28851	43.52
ENSG00000013588	35595	46.77
ENSG00000013619	158714	44.08
ENSG00000013725	54655	49.93
ENSG00000013810	30214	56.07
ENSG00000014123	38220	33.38
ENSG00000014138	49553	47.9
ENSG00000014164	107529	58.38
ENSG00000014216	38993	51.18
ENSG00000014257	55124	40.4
ENSG00000014641	23578	38.05
ENSG00000014824	107210	36.98
ENSG00000014914	12838	50.01
ENSG00000014919	24433	42.42
ENSG00000015133	158947	51.25
ENSG00000015153	92084	39.02
ENSG00000015171	125472	37.8
ENSG00000015285	17212	50.82
ENSG00000015413	27885	59.08
ENSG00000015475	45078	52.51
ENSG00000015479	49483	38.84
ENSG00000015520	34032	51.5
ENSG00000015532	22518	56.54
ENSG00000015568	79112	39.34
ENSG00000015592	26391	48.03
ENSG00000015676	121872	44.52
ENSG00000016082	14229	44.32
ENSG00000016391	41813	49.32
ENSG00000016402	49939	41.2
ENSG00000016490	35261	40.09
ENSG00000016602	37123	37.99
ENSG00000016864	15514	44.63
ENSG00000017260	174650	37.56
ENSG00000017427	92865	39.66
ENSG00000017483	15733	54.89
ENSG00000017797	68086	41.38
ENSG00000018189	111181	39.91
ENSG00000018236	387468	35.21
ENSG00000018280	23541	55.34
ENSG00000018408	227892	41.07
ENSG00000018510	159389	36.02
ENSG00000018607	11201	40.79
ENSG00000018610	29839	44.29
ENSG00000018625	34130	50.38
ENSG00000018699	196204	39.46
ENSG00000018869	21049	40.84
ENSG00000019102	6198	53.7
ENSG00000019144	73320	54.3
ENSG00000019169	54573	44.33
ENSG00000019186	24496	43.36
ENSG00000019485	153272	47.84
ENSG00000019505	51442	46.27
ENSG00000019549	6332	40.95
ENSG00000019582	14476	53.3
ENSG00000019991	80329	34.42
ENSG00000019995	52059	39.68
ENSG00000020129	14718	57.71
ENSG00000020181	67766	55.25
ENSG00000020219	3347	57.11
ENSG00000020256	159642	44.05
ENSG00000020426	239076	36.62
ENSG00000020577	238388	43.1
ENSG00000020633	70133	54.8
ENSG00000020922	86019	37.31
ENSG00000021300	21574	52.94
ENSG00000021355	12768	43.16
ENSG00000021461	40726	40.68
ENSG00000021488	41854	46.62
ENSG00000021574	99239	39.98
ENSG00000021645	1713123	39.46
ENSG00000021762	87089	57
ENSG00000021776	131585	37.54
ENSG00000021826	211869	36.31
ENSG00000021852	39659	42.82
ENSG00000022267	70654	42.07
ENSG00000022277	54927	43.71
ENSG00000022355	58284	34.97
ENSG00000022556	54325	49.09
ENSG00000022567	109747	52.64
ENSG00000022840	50025	45.25
ENSG00000022976	30915	49.04
ENSG00000023041	26237	38.61
ENSG00000023171	183146	46.86
ENSG00000023191	20162	60.36
ENSG00000023228	57054	40.81
ENSG00000023287	131002	37.73
ENSG00000023318	124715	37.86
ENSG00000023330	18777	45.47
ENSG00000023445	29471	37.6
ENSG00000023516	61034	36.45
ENSG00000023572	10945	41.92
ENSG00000023608	36727	39.61
ENSG00000023697	128954	39.16
ENSG00000023734	23298	36.48
ENSG00000023839	75692	45.12
ENSG00000023892	26464	48.45
ENSG00000023902	22102	51.63
ENSG00000023909	29671	36.37
ENSG00000024048	138282	39.1
ENSG00000024422	33714	52.96
ENSG00000024526	28973	34.94
ENSG00000024862	21317	39.18
ENSG00000025039	52706	42.25
ENSG00000025156	36275	35.55
ENSG00000025293	186791	44.08
ENSG00000025423	37901	44.92
ENSG00000025434	25265	50.87
ENSG00000025708	7653	64.53
ENSG00000025770	18415	55.08
ENSG00000025772	20418	45.11
ENSG00000025796	99020	39.82
ENSG00000025800	76010	44.21
ENSG00000026025	14299	46.25
ENSG00000026036	48136	59.83
ENSG00000026103	28942	37.9
ENSG00000026297	35330	48.7
ENSG00000026508	103589	41.56
ENSG00000026559	24910	52.21
ENSG00000026652	152851	45.36
ENSG00000026751	20597	43.99
ENSG00000026950	18526	44.45
ENSG00000027001	162637	39.76
ENSG00000027075	372226	42.48
ENSG00000027644	24056	55.51
ENSG00000027697	24536	38.81
ENSG00000027847	15174	57.92
ENSG00000027869	13131	55.56
ENSG00000028116	255778	35.24
ENSG00000028137	45991	55.39
ENSG00000028203	93801	38.6
ENSG00000028277	119378	51.31
ENSG00000028310	52105	55.14
ENSG00000028528	61747	43.68
ENSG00000028839	43301	37.6
ENSG00000029153	99418	39.26
ENSG00000029363	42285	35.61
ENSG00000029364	71509	40.2
ENSG00000029534	254341	49.32
ENSG00000029559	14400	36.11
ENSG00000029639	59720	38.35
ENSG00000029725	110078	41.37
ENSG00000029993	14233	51.16
ENSG00000030066	79044	41.86
ENSG00000030110	9958	57.18
ENSG00000030304	137031	36.45
ENSG00000030419	164976	34.84
ENSG00000030582	11536	57.64
ENSG00000031003	120809	40.05
ENSG00000031081	135725	43.44
ENSG00000031691	31462	37.99
ENSG00000031698	28087	43.12
ENSG00000031823	69448	52.74
ENSG00000032219	83070	37.48
ENSG00000032389	194732	48.27
ENSG00000032444	34815	55.88
ENSG00000032742	130479	38.74
ENSG00000033011	57915	49.28
ENSG00000033030	38163	42.68
ENSG00000033050	23841	49.19
ENSG00000033100	10543	56.82
ENSG00000033122	598199	35.35
ENSG00000033170	340229	37.41
ENSG00000033178	99959	35.52
ENSG00000033327	209822	41.71
ENSG00000033627	74722	45.47
ENSG00000033800	155200	38.09
ENSG00000033867	121315	36.85
ENSG00000034053	240701	48.63
ENSG00000034152	34351	56.97
ENSG00000034239	30327	40.09
ENSG00000034510	1546	63.37
ENSG00000034533	17201	39.7
ENSG00000034677	159005	39.72
ENSG00000034693	41425	35.11
ENSG00000034713	14564	47.18
ENSG00000034971	19361	45.71
ENSG00000035115	59833	40.78
ENSG00000035141	9201	48.46
ENSG00000035403	136162	41.45
ENSG00000035499	107084	38.63
ENSG00000035664	178609	46.89
ENSG00000035681	82505	38.41
ENSG00000035687	47306	38.3
ENSG00000035720	50264	37.8
ENSG00000035862	78043	52.6
ENSG00000035928	85632	39.26
ENSG00000036054	69419	36.46
ENSG00000036257	126752	37.23
ENSG00000036448	127574	46.64
ENSG00000036473	70490	39.3
ENSG00000036530	52349	47.28
ENSG00000036549	130011	37.17
ENSG00000036565	42261	44
ENSG00000036672	31049	54.64
ENSG00000036828	108218	41.03
ENSG00000037042	10473	51.9
ENSG00000037241	12206	46.12
ENSG00000037280	56970	60.24
ENSG00000037474	39558	43.29
ENSG00000037637	114599	43.85
ENSG00000037749	186364	43.54
ENSG00000037757	13206	52.16
ENSG00000037897	6943	54.22
ENSG00000037965	5145	52.78
ENSG00000038002	14408	39.89
ENSG00000038210	48657	41.82
ENSG00000038219	74845	38.88
ENSG00000038274	21375	38.25
ENSG00000038295	238159	35.72
ENSG00000038358	17653	57.32
ENSG00000038382	405926	43.35
ENSG00000038427	125669	37.22
ENSG00000038532	250088	48.06
ENSG00000038945	467424	35.52
ENSG00000039068	104500	46.89
ENSG00000039123	124399	36.85
ENSG00000039139	270687	38.97
ENSG00000039319	82798	37.65
ENSG00000039523	35099	57.05
ENSG00000039537	123943	36.68
ENSG00000039560	184077	42.13
ENSG00000039600	49272	40.71
ENSG00000039650	21172	59.28
ENSG00000039987	9402	57.95
ENSG00000040199	99359	41.82
ENSG00000040275	25921	37.28
ENSG00000040341	336337	38.25
ENSG00000040487	19660	54.93
ENSG00000040531	28472	54.27
ENSG00000040608	45170	60.45
ENSG00000040633	7477	59.51
ENSG00000040731	161538	34
ENSG00000040933	162723	47.33
ENSG00000041353	185088	37.74
ENSG00000041357	19010	42.32
ENSG00000041515	621064	38.48
ENSG00000041802	36507	41.69
ENSG00000041880	9450	59.21
ENSG00000041982	108315	41.85
ENSG00000041988	14792	56.77
ENSG00000042062	111429	51.6
ENSG00000042088	96056	42.14
ENSG00000042286	39846	50.25
ENSG00000042304	25317	43.18
ENSG00000042317	92298	37.9
ENSG00000042429	41241	39.81
ENSG00000042445	16537	51.7
ENSG00000042493	26291	51.32
ENSG00000042753	14560	52.87
ENSG00000042781	821008	36.36
ENSG00000042813	273551	36.38
ENSG00000042832	279077	45.9
ENSG00000042980	74329	35.71
ENSG00000043039	79999	42.73
ENSG00000043093	56291	39.56
ENSG00000043143	68795	53.79
ENSG00000043355	8311	56.6
ENSG00000043462	59234	44.64
ENSG00000043514	45152	42.46
ENSG00000043591	5705	57.45
ENSG00000044012	3000	59.94
ENSG00000044090	21956	54.7
ENSG00000044115	332897	44.15
ENSG00000044446	101327	45.75
ENSG00000044459	380005	36.43
ENSG00000044524	381284	34.6
ENSG00000044574	10385	43.98
ENSG00000046604	57155	39.27
ENSG00000046647	24038	40.79
ENSG00000046651	39780	39.8
ENSG00000046653	173282	41.5
ENSG00000046774	4936	51.77
ENSG00000046889	296970	37.16
ENSG00000047056	88415	45.5
ENSG00000047188	92418	34.67
ENSG00000047230	130443	43.51
ENSG00000047249	133091	39.2
ENSG00000047315	59347	40.19
ENSG00000047346	138332	37.21
ENSG00000047365	308716	35.53
ENSG00000047410	76391	34.16
ENSG00000047457	66941	37.35
ENSG00000047578	240020	47.84
ENSG00000047579	143309	39.93
ENSG00000047597	51577	39.54
ENSG00000047617	420618	44.4
ENSG00000047621	55719	36.55
ENSG00000047634	23036	38.89
ENSG00000047644	136030	46.21
ENSG00000047648	536043	39.11
ENSG00000047662	158828	44.05
ENSG00000047849	253478	43.43
ENSG00000047932	47284	36.66
ENSG00000047936	145411	37.24
ENSG00000048028	83415	41.45
ENSG00000048052	932294	36.13
ENSG00000048140	16882	58.7
ENSG00000048162	7899	49.33
ENSG00000048342	139256	40.21
ENSG00000048392	40164	37.99
ENSG00000048405	90927	37.8
ENSG00000048462	4079	40.48
ENSG00000048471	608850	47.13
ENSG00000048540	72489	35.63
ENSG00000048544	13174	41.04
ENSG00000048545	26991	51.23
ENSG00000048649	176761	39.04
ENSG00000048707	302003	42.34
ENSG00000048740	341191	42.7
ENSG00000048828	121589	42.4
ENSG00000048991	201713	37.98
ENSG00000049089	21480	57.43
ENSG00000049130	94098	36.84
ENSG00000049167	76089	37.16
ENSG00000049192	341751	35.91
ENSG00000049239	45883	52.29
ENSG00000049245	12923	42.77
ENSG00000049246	68956	40.53
ENSG00000049247	12220	40.81
ENSG00000049249	33602	43.95
ENSG00000049283	15849	58.71
ENSG00000049323	459866	40.25
ENSG00000049449	300589	43.38
ENSG00000049540	48660	54.95
ENSG00000049541	25170	48.96
ENSG00000049618	449739	40.87
ENSG00000049656	33912	56.17
ENSG00000049759	373293	43.36
ENSG00000049768	17037	53.51
ENSG00000049769	35791	47.85
ENSG00000049860	87691	42.11
ENSG00000049883	60143	40.38
ENSG00000050030	204393	39.49
ENSG00000050130	25317	36.78
ENSG00000050165	51722	49.18
ENSG00000050327	31162	48.06
ENSG00000050344	39134	44.64
ENSG00000050393	34068	41.24
ENSG00000050405	114075	42.32
ENSG00000050426	18494	45.34
ENSG00000050438	142426	42.72
ENSG00000050555	92985	53.69
ENSG00000050628	205108	38.05
ENSG00000050730	99826	37.14
ENSG00000050748	67911	43.58
ENSG00000050767	356523	50.62
ENSG00000050820	49044	59.7
ENSG00000051009	28112	44.55
ENSG00000051108	17970	43.16
ENSG00000051128	15482	56.77
ENSG00000051180	40611	43.47
ENSG00000051341	124614	39.06
ENSG00000051382	190089	40.59
ENSG00000051523	11226	61.89
ENSG00000051596	120260	43.01
ENSG00000051620	29022	47.12
ENSG00000051825	101998	42.99
ENSG00000052126	259206	38.09
ENSG00000052344	7339	59.05
ENSG00000052723	17100	36.9
ENSG00000052749	78247	50.49
ENSG00000052795	149779	40.56
ENSG00000052802	18429	37.1
ENSG00000052841	147285	37.89
ENSG00000052850	55472	52.84
ENSG00000053108	422843	46.69
ENSG00000053254	505311	44.31
ENSG00000053328	114118	40.64
ENSG00000053371	9962	52.87
ENSG00000053372	11411	53.49
ENSG00000053438	3775	54.05
ENSG00000053501	6914	55.26
ENSG00000053524	271303	42.39
ENSG00000053702	12999	51.39
ENSG00000053747	279145	42.46
ENSG00000053770	42867	35.17
ENSG00000053900	48779	37.97
ENSG00000053918	408396	51.55
ENSG00000054116	23010	49.8
ENSG00000054118	85677	43.72
ENSG00000054148	3915	66.23
ENSG00000054179	8580	65.74
ENSG00000054219	110192	37.97
ENSG00000054267	207658	39.95
ENSG00000054277	90716	39.62
ENSG00000054282	249380	39.81
ENSG00000054356	28286	53.59
ENSG00000054392	354685	42.26
ENSG00000054523	188491	41.99
ENSG00000054598	7851	56.32
ENSG00000054611	418397	49.42
ENSG00000054654	404824	40.76
ENSG00000054690	67128	48.02
ENSG00000054793	180437	46.69
ENSG00000054796	16102	36.78
ENSG00000054803	11056	44.01
ENSG00000054938	38091	51.57
ENSG00000054965	205525	41.55
ENSG00000054967	27532	59.84
ENSG00000054983	162670	39.12
ENSG00000055044	41249	41.15
ENSG00000055070	50317	48.1
ENSG00000055118	39231	59.57
ENSG00000055130	106670	41.22
ENSG00000055147	55351	37.35
ENSG00000055163	140098	44.29
ENSG00000055208	198500	38.87
ENSG00000055211	27702	42.05
ENSG00000055332	68608	41.14
ENSG00000055483	63295	50.03
ENSG00000055609	321197	38.65
ENSG00000055732	37040	40.77
ENSG00000055813	206032	38.49
ENSG00000055917	110521	37.42
ENSG00000055950	21630	53.18
ENSG00000055955	23966	55.65
ENSG00000055957	19020	54.92
ENSG00000056050	29924	38.6
ENSG00000056097	97203	38.33
ENSG00000056277	70822	38.03
ENSG00000056291	118622	36.77
ENSG00000056487	134590	52.73
ENSG00000056558	33229	49.95
ENSG00000056586	72330	40.5
ENSG00000056736	22258	45.37
ENSG00000056972	56377	44.45
ENSG00000056998	57676	43.67
ENSG00000057019	117022	38.58
ENSG00000057149	26426	37.29
ENSG00000057252	71971	39.63
ENSG00000057294	113138	40.8
ENSG00000057468	119622	37.01
ENSG00000057593	18688	61.36
ENSG00000057608	80942	43.74
ENSG00000057657	29988	41.29
ENSG00000057663	145297	36.83
ENSG00000057704	89953	43.11
ENSG00000057757	12013	44.59
ENSG00000057935	272958	43.08
ENSG00000058056	145086	42.73
ENSG00000058063	137331	36.02
ENSG00000058085	65205	43.28
ENSG00000058091	751007	37.97
ENSG00000058262	24739	47.3
ENSG00000058272	174387	36.07
ENSG00000058335	140755	49.95
ENSG00000058404	125586	55.17
ENSG00000058453	241577	49.14
ENSG00000058600	47216	51.67
ENSG00000058668	127241	46.5
ENSG00000058673	68170	40.85
ENSG00000058729	27895	36.71
ENSG00000058799	40190	43.46
ENSG00000058804	78535	40.26
ENSG00000058866	267547	44.7
ENSG00000059122	47690	52.33
ENSG00000059145	59040	57.82
ENSG00000059377	249545	44.8
ENSG00000059378	46262	45.81
ENSG00000059573	54543	43.16
ENSG00000059588	95533	40.27
ENSG00000059691	102276	43.81
ENSG00000059728	51608	40.74
ENSG00000059758	128846	37.82
ENSG00000059769	25585	42.74
ENSG00000059804	23204	44.63
ENSG00000059915	25260	59.67
ENSG00000060069	84237	53.52
ENSG00000060138	32833	39.09
ENSG00000060140	58803	39.44
ENSG00000060237	173229	38.72
ENSG00000060303	815	47.79
ENSG00000060339	77424	41.75
ENSG00000060491	13867	63.45
ENSG00000060558	30189	52.55
ENSG00000060566	22131	52.71
ENSG00000060642	14308	48.34
ENSG00000060656	96979	51.58
ENSG00000060688	41095	42.01
ENSG00000060709	328875	48.94
ENSG00000060718	240294	33.13
ENSG00000060749	110675	38.54
ENSG00000060762	19640	38.93
ENSG00000060971	41219	51.46
ENSG00000060982	151212	40.06
ENSG00000061273	60338	54.88
ENSG00000061337	63504	50.43
ENSG00000061455	114495	40.19
ENSG00000061492	10562	47.97
ENSG00000061656	7397	59.4
ENSG00000061676	152263	35.82
ENSG00000061794	47501	38.64
ENSG00000061918	52323	36.52
ENSG00000061936	98813	46.45
ENSG00000061938	59878	58.27
ENSG00000061987	149676	36.21
ENSG00000062038	92663	49.26
ENSG00000062096	73459	40.73
ENSG00000062194	97203	40.02
ENSG00000062282	49928	52.02
ENSG00000062370	44510	38.31
ENSG00000062485	35095	46.16
ENSG00000062524	13739	57.9
ENSG00000062582	5948	50.93
ENSG00000062598	73534	44.15
ENSG00000062650	93839	39.87
ENSG00000062716	141979	39.75
ENSG00000062725	92946	39.69
ENSG00000062822	38672	55.06
ENSG00000063015	56654	54.21
ENSG00000063046	42197	42.8
ENSG00000063127	39186	43.07
ENSG00000063169	102588	51.9
ENSG00000063176	17435	56.78
ENSG00000063177	8417	56.83
ENSG00000063180	10445	53.83
ENSG00000063241	13766	56.69
ENSG00000063244	24684	56.03
ENSG00000063245	52248	54.85
ENSG00000063322	13169	52.36
ENSG00000063438	141793	52.27
ENSG00000063515	2740	70.67
ENSG00000063587	34094	49.08
ENSG00000063601	78455	42.48
ENSG00000063660	38923	64.63
ENSG00000063761	140246	47.63
ENSG00000063854	37549	53.33
ENSG00000063978	170370	47.38
ENSG00000064012	61511	43.9
ENSG00000064042	351299	40.5
ENSG00000064102	36490	36.38
ENSG00000064115	45127	40.51
ENSG00000064195	7934	57.41
